	st_name	st_date	st_place	st_knownfor	st_awards_wins	st_awards_nominations	st_link	st_awards_link
465	" Cameron Diaz
"	1972-8-30	San Diego, California, USA	"[""There's Something About Mary"", 'Vanilla Sky', ""Charlie's Angels"", ""My Best Friend's Wedding""]"	29	83	https://www.imdb.com/name/nm0000139/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000139/awards?ref_=nm_ql_2
466	" Zac Efron
"	1987-10-18	San Luis Obispo, California, USA	['High School Musical 3: Senior Year', 'The Greatest Showman', 'Hairspray', '17 Again']	31	32	https://www.imdb.com/name/nm1374980/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1374980/awards?ref_=nm_ql_2
467	" Dane DeHaan
"	1986-2-6	Allentown, Pennsylvania, USA	['Chronicle', 'Kill Your Darlings', 'The Amazing Spider-Man 2', 'The Place Beyond the Pines']	2	5	https://www.imdb.com/name/nm2851530/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2851530/awards?ref_=nm_ql_2
468	" Saoirse Ronan
"	1994-4-12	The Bronx, New York City, New York, USA	['Hanna', 'Brooklyn', 'Atonement', 'The Lovely Bones']	63	140	https://www.imdb.com/name/nm1519680/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1519680/awards?ref_=nm_ql_2
469	" Jake Gyllenhaal
"	1980-12-19	Los Angeles, California, USA	['Nightcrawler', 'Brokeback Mountain', 'Prisoners', 'Donnie Darko']	36	97	https://www.imdb.com/name/nm0350453/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0350453/awards?ref_=nm_ql_2
470	" Jim Sturgess
"	1978-5-16	Wandsworth, London, England, UK	['21', 'Across the Universe', 'Cloud Atlas', 'The Best Offer']	2	3	https://www.imdb.com/name/nm0836343/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0836343/awards?ref_=nm_ql_2
471	" Sean Hayes
(I)
"	1970-6-26	Glen Ellyn, Illinois, USA	['Will & Grace', 'The Cat in the Hat', 'The Three Stooges', 'Cats & Dogs']	17	44	https://www.imdb.com/name/nm0005003/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0005003/awards?ref_=nm_ql_2
472	" Michael Shannon
(V)
"	1974-8-7	Lexington, Kentucky, USA	['Midnight Special', 'Take Shelter', 'The Shape of Water', '99 Homes']	34	88	https://www.imdb.com/name/nm0788335/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0788335/awards?ref_=nm_ql_2
473	" Jennifer Aniston
"	1969-2-11	Sherman Oaks, California, USA	"['Friends', 'Cake', ""We're the Millers"", 'The Bounty Hunter']"	35	77	https://www.imdb.com/name/nm0000098/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000098/awards?ref_=nm_ql_2
474	" Winona Ryder
"	1971-10-29	Winona, Minnesota, USA	['Little Women', 'Heathers', 'Girl, Interrupted', 'Alien: Resurrection']	19	49	https://www.imdb.com/name/nm0000213/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000213/awards?ref_=nm_ql_2
475	" Miley Cyrus
"	1992-11-23	Franklin, Tennessee, USA	['Hannah Montana', 'Hannah Montana: The Movie', 'The Last Song', 'LOL']	22	50	https://www.imdb.com/name/nm1415323/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1415323/awards?ref_=nm_ql_2
476	" Marion Cotillard
"	1975-9-30	Paris, France	['La Vie en Rose', 'Inception', 'Two Days, One Night', 'Rust and Bone']	78	114	https://www.imdb.com/name/nm0182839/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0182839/awards?ref_=nm_ql_2
477	" Liam Neeson
"	1952-6-7	Ballymena, Co. Antrim, Northern Ireland, UK	"['Kinsey', ""Schindler's List"", 'The Grey', 'The A-Team']"	22	42	https://www.imdb.com/name/nm0000553/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000553/awards?ref_=nm_ql_2
478	" Chris Hemsworth
"	1983-8-11	Melbourne, Victoria, Australia	['The Avengers', 'Thor: Ragnarok', 'Thor', 'Snow White and the Huntsman']	12	34	https://www.imdb.com/name/nm1165110/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1165110/awards?ref_=nm_ql_2
479	" Matthew McConaughey
"	1969-11-4	Uvalde, Texas, USA	['Dallas Buyers Club', 'Magic Mike', 'Killer Joe', 'Mud']	48	79	https://www.imdb.com/name/nm0000190/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000190/awards?ref_=nm_ql_2
480	" Jesse McCartney
"	1987-4-9	New York City, New York, USA	['Keith', 'Alvin and the Chipmunks: Chipwrecked', 'Alvin and the Chipmunks', 'Chernobyl Diaries']	7	13	https://www.imdb.com/name/nm0565366/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0565366/awards?ref_=nm_ql_2
481	" Jason Segel
"	1980-1-18	Los Angeles, California, USA	['Forgetting Sarah Marshall', 'The Muppets', 'The End of the Tour', 'Sex Tape']	7	27	https://www.imdb.com/name/nm0781981/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0781981/awards?ref_=nm_ql_2
482	" Julia Dietze
"	1981-1-9	Marseille, Bouches-du-Rhône, France	['Iron Sky', 'Iron Sky: The Coming Race', '1 1/2 Ritter - Auf der Suche nach der hinreißenden Herzelinde', 'Berlin, I Love You']	NA	NA	https://www.imdb.com/name/nm1087430/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1087430/awards?ref_=nm_ql_2
483	" Katherine Heigl
"	1978-11-24	Washington, District of Columbia, USA	"['One for the Money', 'Knocked Up', 'The Ugly Truth', ""Grey's Anatomy""]"	9	30	https://www.imdb.com/name/nm0001337/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001337/awards?ref_=nm_ql_2
484	" Danielle Panabaker
"	1987-9-19	Augusta, Georgia, USA	['The Flash', 'Sky High', 'Friday the 13th', 'Empire Falls']	3	6	https://www.imdb.com/name/nm1263939/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1263939/awards?ref_=nm_ql_2
485	" Clint Eastwood
"	1930-5-31	San Francisco, California, USA	['Million Dollar Baby', 'Unforgiven', 'Gran Torino', 'The Bridges of Madison County']	149	159	https://www.imdb.com/name/nm0000142/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000142/awards?ref_=nm_ql_2
486	" Bradley Cooper
(I)
"	1975-1-5	Philadelphia, Pennsylvania, USA	['A Star Is Born', 'Silver Linings Playbook', 'American Sniper', 'American Hustle']	47	162	https://www.imdb.com/name/nm0177896/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0177896/awards?ref_=nm_ql_2
487	" Sam Riley
(II)
"	1980-1-8	Leeds, West Yorkshire, England, UK	['Control', 'Maleficent', 'Pride and Prejudice and Zombies', 'On the Road']	7	10	https://www.imdb.com/name/nm0727165/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0727165/awards?ref_=nm_ql_2
488	" Alicia Vikander
"	1988-10-3	Gothenburg, Västra Götalands län, Sweden	['Ex Machina', 'The Danish Girl', 'The Man from U.N.C.L.E.', 'Testament of Youth']	52	56	https://www.imdb.com/name/nm2539953/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2539953/awards?ref_=nm_ql_2
489	" Kevin James
(III)
"	1965-4-26	Stony Brook, New York, USA	['Paul Blart: Mall Cop', 'Paul Blart: Mall Cop 2', 'Here Comes the Boom', 'Pixels']	1	14	https://www.imdb.com/name/nm0416673/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0416673/awards?ref_=nm_ql_2
490	" Sam Worthington
"	1976-8-2	Godalming, Surrey, England, UK	['Avatar', 'Terminator Salvation', 'Clash of the Titans', 'Man on a Ledge']	6	17	https://www.imdb.com/name/nm0941777/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0941777/awards?ref_=nm_ql_2
491	" Daniel Radcliffe
"	1989-7-23	Fulham, London, England, UK	['Harry Potter and the Deathly Hallows: Part 2', 'Harry Potter and the Deathly Hallows: Part 1', 'Swiss Army Man', 'Horns']	15	43	https://www.imdb.com/name/nm0705356/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0705356/awards?ref_=nm_ql_2
492	" Brad Pitt
"	1963-12-18	Shawnee, Oklahoma, USA	['Mr. & Mrs. Smith', 'Moneyball', 'Twelve Monkeys', 'Inglourious Basterds']	67	152	https://www.imdb.com/name/nm0000093/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000093/awards?ref_=nm_ql_2
493	" Dylan O'Brien
(II)
"	1991-8-26	New York City, New York, USA	['Teen Wolf', 'The Maze Runner', 'Maze Runner: The Scorch Trials', 'Maze Runner: The Death Cure']	12	6	https://www.imdb.com/name/nm3729721/?ref_=adv_li_st_0	https://www.imdb.com/name/nm3729721/awards?ref_=nm_ql_2
494	" Brittany Snow
"	1986-3-9	Tampa, Florida, USA	['Pitch Perfect', 'Hairspray', 'Pitch Perfect 2', 'Prom Night']	6	13	https://www.imdb.com/name/nm0811242/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0811242/awards?ref_=nm_ql_2
495	" Benjamin Walker
(I)
"	1982-6-21	Georgia, USA	['The Choice', 'Abraham Lincoln: Vampire Hunter', 'In the Heart of the Sea', 'Flags of our Fathers']	NA	NA	https://www.imdb.com/name/nm0907548/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0907548/awards?ref_=nm_ql_2
496	" Rachel McAdams
"	1978-11-17	London, Ontario, Canada	['The Notebook', 'Mean Girls', 'Red Eye', 'The Vow']	22	55	https://www.imdb.com/name/nm1046097/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1046097/awards?ref_=nm_ql_2
497	" Milla Jovovich
"	1975-12-17	Kiev, Ukrainian SSR, USSR [now Ukraine]	['The Fifth Element', 'Resident Evil: Afterlife', 'The Fourth Kind', 'Resident Evil: Extinction']	3	19	https://www.imdb.com/name/nm0000170/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000170/awards?ref_=nm_ql_2
498	" Mathias Melloul
"	1990-2-9	Paris, France	"['Sexual Chronicles of a French Family', 'Doutes: Chronique du sentiment politique', 'Paulette', ""L'Oranais""]"	NA	NA	https://www.imdb.com/name/nm3856271/?ref_=adv_li_st_0	https://www.imdb.com/name/nm3856271/awards?ref_=nm_ql_2
499	" Aubrey Plaza
(I)
"	1984-6-26	Wilmington, Delaware, USA	['Safety Not Guaranteed', 'Ingrid Goes West', 'Dirty Grandpa', 'The To Do List']	4	20	https://www.imdb.com/name/nm2201555/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2201555/awards?ref_=nm_ql_2
500	" Chris Hemsworth
"	1983-8-11	Melbourne, Victoria, Australia	['The Avengers', 'Thor: Ragnarok', 'Thor', 'Snow White and the Huntsman']	12	34	https://www.imdb.com/name/nm1165110/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1165110/awards?ref_=nm_ql_2
501	" Leonardo DiCaprio
"	1974-11-11	Hollywood, Los Angeles, California, USA	['Inception', 'The Departed', 'The Wolf of Wall Street', 'Titanic']	98	209	https://www.imdb.com/name/nm0000138/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000138/awards?ref_=nm_ql_2
502	" Joaquin Phoenix
"	1974-10-28	San Juan, Puerto Rico	['Walk the Line', 'Her', 'Gladiator', 'The Master']	36	126	https://www.imdb.com/name/nm0001618/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001618/awards?ref_=nm_ql_2
503	" Patrick Wilson
(I)
"	1973-7-3	Norfolk, Virginia, USA	['The Phantom of the Opera', 'Hard Candy', 'Insidious', 'Watchmen']	2	18	https://www.imdb.com/name/nm0933940/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0933940/awards?ref_=nm_ql_2
504	" Robert Downey Jr.
"	1965-4-4	Manhattan, New York City, New York, USA	['Iron Man', 'Sherlock Holmes', 'Iron Man Three', 'The Avengers']	37	106	https://www.imdb.com/name/nm0000375/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000375/awards?ref_=nm_ql_2
505	" Jason Sudeikis
"	1975-9-18	Fairfax, Virginia, USA	"['Colossal', ""We're the Millers"", 'Angry Birds', 'Horrible Bosses 2']"	1	7	https://www.imdb.com/name/nm0837177/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0837177/awards?ref_=nm_ql_2
506	" Leonardo DiCaprio
"	1974-11-11	Hollywood, Los Angeles, California, USA	['Inception', 'The Departed', 'The Wolf of Wall Street', 'Titanic']	98	209	https://www.imdb.com/name/nm0000138/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000138/awards?ref_=nm_ql_2
507	" Emma Thompson
(I)
"	1959-4-15	Paddington, London, England, UK	['Sense and Sensibility', 'Saving Mr. Banks', 'Love Actually', 'Howards End']	62	108	https://www.imdb.com/name/nm0000668/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000668/awards?ref_=nm_ql_2
508	" Henry Cavill
"	1983-5-5	Jersey, Channel Islands	['Man of Steel', 'Batman v Superman: Dawn of Justice', 'Justice League', 'Mission: Impossible - Fallout']	3	12	https://www.imdb.com/name/nm0147147/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0147147/awards?ref_=nm_ql_2
509	" Lily Collins
(I)
"	1989-3-18	Guildford, Surrey, England, UK	['The Mortal Instruments: City of Bones', 'Love, Rosie', 'Mirror Mirror', 'Abduction']	4	6	https://www.imdb.com/name/nm2934314/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2934314/awards?ref_=nm_ql_2
510	" Hugh Jackman
"	1968-10-12	Sydney, New South Wales, Australia	['Les Misérables', 'Logan', 'X-Men Origins: Wolverine', 'X-Men']	29	89	https://www.imdb.com/name/nm0413168/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0413168/awards?ref_=nm_ql_2
511	" Adam Sandler
(I)
"	1966-9-9	Brooklyn, New York City, New York, USA	['The Waterboy', 'Little Nicky', 'Big Daddy', 'The Wedding Singer']	54	77	https://www.imdb.com/name/nm0001191/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001191/awards?ref_=nm_ql_2
512	" Charlotte Gainsbourg
"	1971-7-21	London, England, UK	['Antichrist', 'Melancholia', 'Nymphomaniac: Vol. II', 'Nymphomaniac: Vol. I']	14	33	https://www.imdb.com/name/nm0001250/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001250/awards?ref_=nm_ql_2
513	" Kristen Bell
(I)
"	1980-7-18	Huntington Woods, Michigan, USA	['Frozen', 'Veronica Mars', 'Forgetting Sarah Marshall', 'Veronica Mars']	12	41	https://www.imdb.com/name/nm0068338/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0068338/awards?ref_=nm_ql_2
514	" Chiwetel Ejiofor
"	1977-7-10	Forest Gate, London, England, UK	['12 Years a Slave', 'Dirty Pretty Things', 'Serenity', '2012']	55	75	https://www.imdb.com/name/nm0252230/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0252230/awards?ref_=nm_ql_2
515	" Léa Seydoux
"	1985-7-1	Paris, France	['Blue Is the Warmest Color', 'Spectre', 'The Lobster', 'Midnight in Paris']	16	31	https://www.imdb.com/name/nm2244205/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2244205/awards?ref_=nm_ql_2
516	" Tilda Swinton
"	1960-11-5	London, England, UK	['We Need to Talk About Kevin', 'Suspiria', 'The Grand Budapest Hotel', 'Doctor Strange']	68	153	https://www.imdb.com/name/nm0842770/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0842770/awards?ref_=nm_ql_2
517	" Christian Bale
"	1974-1-30	Haverfordwest, Pembrokeshire, Wales, UK	['The Dark Knight', 'Batman Begins', 'American Hustle', 'Vice']	75	114	https://www.imdb.com/name/nm0000288/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000288/awards?ref_=nm_ql_2
486	" Bradley Cooper
(I)
"	1975-1-5	Philadelphia, Pennsylvania, USA	['A Star Is Born', 'Silver Linings Playbook', 'American Sniper', 'American Hustle']	47	162	https://www.imdb.com/name/nm0177896/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0177896/awards?ref_=nm_ql_2
487	" Sam Riley
(II)
"	1980-1-8	Leeds, West Yorkshire, England, UK	['Control', 'Maleficent', 'Pride and Prejudice and Zombies', 'On the Road']	7	10	https://www.imdb.com/name/nm0727165/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0727165/awards?ref_=nm_ql_2
488	" Alicia Vikander
"	1988-10-3	Gothenburg, Västra Götalands län, Sweden	['Ex Machina', 'The Danish Girl', 'The Man from U.N.C.L.E.', 'Testament of Youth']	52	56	https://www.imdb.com/name/nm2539953/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2539953/awards?ref_=nm_ql_2
489	" Kevin James
(III)
"	1965-4-26	Stony Brook, New York, USA	['Paul Blart: Mall Cop', 'Paul Blart: Mall Cop 2', 'Here Comes the Boom', 'Pixels']	1	14	https://www.imdb.com/name/nm0416673/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0416673/awards?ref_=nm_ql_2
490	" Sam Worthington
"	1976-8-2	Godalming, Surrey, England, UK	['Avatar', 'Terminator Salvation', 'Clash of the Titans', 'Man on a Ledge']	6	17	https://www.imdb.com/name/nm0941777/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0941777/awards?ref_=nm_ql_2
491	" Daniel Radcliffe
"	1989-7-23	Fulham, London, England, UK	['Harry Potter and the Deathly Hallows: Part 2', 'Harry Potter and the Deathly Hallows: Part 1', 'Swiss Army Man', 'Horns']	15	43	https://www.imdb.com/name/nm0705356/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0705356/awards?ref_=nm_ql_2
492	" Brad Pitt
"	1963-12-18	Shawnee, Oklahoma, USA	['Mr. & Mrs. Smith', 'Moneyball', 'Twelve Monkeys', 'Inglourious Basterds']	67	152	https://www.imdb.com/name/nm0000093/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000093/awards?ref_=nm_ql_2
493	" Dylan O'Brien
(II)
"	1991-8-26	New York City, New York, USA	['Teen Wolf', 'The Maze Runner', 'Maze Runner: The Scorch Trials', 'Maze Runner: The Death Cure']	12	6	https://www.imdb.com/name/nm3729721/?ref_=adv_li_st_0	https://www.imdb.com/name/nm3729721/awards?ref_=nm_ql_2
494	" Brittany Snow
"	1986-3-9	Tampa, Florida, USA	['Pitch Perfect', 'Hairspray', 'Pitch Perfect 2', 'Prom Night']	6	13	https://www.imdb.com/name/nm0811242/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0811242/awards?ref_=nm_ql_2
495	" Benjamin Walker
(I)
"	1982-6-21	Georgia, USA	['The Choice', 'Abraham Lincoln: Vampire Hunter', 'In the Heart of the Sea', 'Flags of our Fathers']	NA	NA	https://www.imdb.com/name/nm0907548/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0907548/awards?ref_=nm_ql_2
496	" Rachel McAdams
"	1978-11-17	London, Ontario, Canada	['The Notebook', 'Mean Girls', 'Red Eye', 'The Vow']	22	55	https://www.imdb.com/name/nm1046097/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1046097/awards?ref_=nm_ql_2
497	" Milla Jovovich
"	1975-12-17	Kiev, Ukrainian SSR, USSR [now Ukraine]	['The Fifth Element', 'Resident Evil: Afterlife', 'The Fourth Kind', 'Resident Evil: Extinction']	3	19	https://www.imdb.com/name/nm0000170/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000170/awards?ref_=nm_ql_2
498	" Mathias Melloul
"	1990-2-9	Paris, France	"['Sexual Chronicles of a French Family', 'Doutes: Chronique du sentiment politique', 'Paulette', ""L'Oranais""]"	NA	NA	https://www.imdb.com/name/nm3856271/?ref_=adv_li_st_0	https://www.imdb.com/name/nm3856271/awards?ref_=nm_ql_2
499	" Aubrey Plaza
(I)
"	1984-6-26	Wilmington, Delaware, USA	['Safety Not Guaranteed', 'Ingrid Goes West', 'Dirty Grandpa', 'The To Do List']	4	20	https://www.imdb.com/name/nm2201555/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2201555/awards?ref_=nm_ql_2
500	" Chris Hemsworth
"	1983-8-11	Melbourne, Victoria, Australia	['The Avengers', 'Thor: Ragnarok', 'Thor', 'Snow White and the Huntsman']	12	34	https://www.imdb.com/name/nm1165110/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1165110/awards?ref_=nm_ql_2
501	" Leonardo DiCaprio
"	1974-11-11	Hollywood, Los Angeles, California, USA	['Inception', 'The Departed', 'The Wolf of Wall Street', 'Titanic']	98	209	https://www.imdb.com/name/nm0000138/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000138/awards?ref_=nm_ql_2
502	" Joaquin Phoenix
"	1974-10-28	San Juan, Puerto Rico	['Walk the Line', 'Her', 'Gladiator', 'The Master']	36	126	https://www.imdb.com/name/nm0001618/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001618/awards?ref_=nm_ql_2
503	" Patrick Wilson
(I)
"	1973-7-3	Norfolk, Virginia, USA	['The Phantom of the Opera', 'Hard Candy', 'Insidious', 'Watchmen']	2	18	https://www.imdb.com/name/nm0933940/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0933940/awards?ref_=nm_ql_2
504	" Robert Downey Jr.
"	1965-4-4	Manhattan, New York City, New York, USA	['Iron Man', 'Sherlock Holmes', 'Iron Man Three', 'The Avengers']	37	106	https://www.imdb.com/name/nm0000375/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000375/awards?ref_=nm_ql_2
505	" Jason Sudeikis
"	1975-9-18	Fairfax, Virginia, USA	"['Colossal', ""We're the Millers"", 'Angry Birds', 'Horrible Bosses 2']"	1	7	https://www.imdb.com/name/nm0837177/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0837177/awards?ref_=nm_ql_2
506	" Leonardo DiCaprio
"	1974-11-11	Hollywood, Los Angeles, California, USA	['Inception', 'The Departed', 'The Wolf of Wall Street', 'Titanic']	98	209	https://www.imdb.com/name/nm0000138/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000138/awards?ref_=nm_ql_2
507	" Emma Thompson
(I)
"	1959-4-15	Paddington, London, England, UK	['Sense and Sensibility', 'Saving Mr. Banks', 'Love Actually', 'Howards End']	62	108	https://www.imdb.com/name/nm0000668/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000668/awards?ref_=nm_ql_2
508	" Henry Cavill
"	1983-5-5	Jersey, Channel Islands	['Man of Steel', 'Batman v Superman: Dawn of Justice', 'Justice League', 'Mission: Impossible - Fallout']	3	12	https://www.imdb.com/name/nm0147147/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0147147/awards?ref_=nm_ql_2
509	" Lily Collins
(I)
"	1989-3-18	Guildford, Surrey, England, UK	['The Mortal Instruments: City of Bones', 'Love, Rosie', 'Mirror Mirror', 'Abduction']	4	6	https://www.imdb.com/name/nm2934314/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2934314/awards?ref_=nm_ql_2
510	" Hugh Jackman
"	1968-10-12	Sydney, New South Wales, Australia	['Les Misérables', 'Logan', 'X-Men Origins: Wolverine', 'X-Men']	29	89	https://www.imdb.com/name/nm0413168/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0413168/awards?ref_=nm_ql_2
511	" Adam Sandler
(I)
"	1966-9-9	Brooklyn, New York City, New York, USA	['The Waterboy', 'Little Nicky', 'Big Daddy', 'The Wedding Singer']	54	77	https://www.imdb.com/name/nm0001191/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001191/awards?ref_=nm_ql_2
512	" Charlotte Gainsbourg
"	1971-7-21	London, England, UK	['Antichrist', 'Melancholia', 'Nymphomaniac: Vol. II', 'Nymphomaniac: Vol. I']	14	33	https://www.imdb.com/name/nm0001250/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001250/awards?ref_=nm_ql_2
513	" Kristen Bell
(I)
"	1980-7-18	Huntington Woods, Michigan, USA	['Frozen', 'Veronica Mars', 'Forgetting Sarah Marshall', 'Veronica Mars']	12	41	https://www.imdb.com/name/nm0068338/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0068338/awards?ref_=nm_ql_2
514	" Chiwetel Ejiofor
"	1977-7-10	Forest Gate, London, England, UK	['12 Years a Slave', 'Dirty Pretty Things', 'Serenity', '2012']	55	75	https://www.imdb.com/name/nm0252230/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0252230/awards?ref_=nm_ql_2
515	" Léa Seydoux
"	1985-7-1	Paris, France	['Blue Is the Warmest Color', 'Spectre', 'The Lobster', 'Midnight in Paris']	16	31	https://www.imdb.com/name/nm2244205/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2244205/awards?ref_=nm_ql_2
516	" Tilda Swinton
"	1960-11-5	London, England, UK	['We Need to Talk About Kevin', 'Suspiria', 'The Grand Budapest Hotel', 'Doctor Strange']	68	153	https://www.imdb.com/name/nm0842770/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0842770/awards?ref_=nm_ql_2
517	" Christian Bale
"	1974-1-30	Haverfordwest, Pembrokeshire, Wales, UK	['The Dark Knight', 'Batman Begins', 'American Hustle', 'Vice']	75	114	https://www.imdb.com/name/nm0000288/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000288/awards?ref_=nm_ql_2
518	" Scarlett Johansson
"	1984-11-22	New York City, New York, USA	['Lost in Translation', 'Her', 'The Avengers', 'Under the Skin']	40	142	https://www.imdb.com/name/nm0424060/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0424060/awards?ref_=nm_ql_2
519	" Tom Cruise
"	1962-7-3	Syracuse, New York, USA	['Top Gun', 'The Last Samurai', 'Jerry Maguire', 'Minority Report']	52	81	https://www.imdb.com/name/nm0000129/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000129/awards?ref_=nm_ql_2
520	" James Franco
"	1978-4-19	Palo Alto, California, USA	['127 Hours', 'Spring Breakers', 'The Disaster Artist', 'Pineapple Express']	47	134	https://www.imdb.com/name/nm0290556/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0290556/awards?ref_=nm_ql_2
521	" Jesse Eisenberg
"	1983-10-5	New York City, New York, USA	['The Social Network', 'Zombieland', 'The Double', 'Batman v Superman: Dawn of Justice']	21	57	https://www.imdb.com/name/nm0251986/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0251986/awards?ref_=nm_ql_2
522	" Chris Evans
(V)
"	1981-6-13	Boston, Massachusetts, USA	['The Avengers', 'Captain America: The First Avenger', 'Captain America: Civil War', 'Captain America: The Winter Soldier']	6	37	https://www.imdb.com/name/nm0262635/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0262635/awards?ref_=nm_ql_2
523	" Ethan Hawke
"	1970-11-6	Austin, Texas, USA	['Training Day', 'Before Sunrise', 'Before Midnight', 'Before Sunset']	61	143	https://www.imdb.com/name/nm0000160/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000160/awards?ref_=nm_ql_2
524	" Brad Pitt
"	1963-12-18	Shawnee, Oklahoma, USA	['Mr. & Mrs. Smith', 'Moneyball', 'Twelve Monkeys', 'Inglourious Basterds']	67	152	https://www.imdb.com/name/nm0000093/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000093/awards?ref_=nm_ql_2
525	" Daniel Brühl
"	1978-6-16	Barcelona, Barcelona, Catalonia, Spain	['Good Bye Lenin!', 'Rush', 'Inglourious Basterds', 'Captain America: Civil War']	23	29	https://www.imdb.com/name/nm0117709/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0117709/awards?ref_=nm_ql_2
526	" Domhnall Gleeson
"	1983-5-12	Dublin, Ireland	['Ex Machina', 'Frank', 'About Time', 'Anna Karenina']	5	11	https://www.imdb.com/name/nm1727304/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1727304/awards?ref_=nm_ql_2
